/Display_name,/Product_code,/Version
libao-common,,1.2.2+20180113-1ubuntu1
libao4:amd64,,1.2.2+20180113-1ubuntu1
libapache-pom-java,,18-1
libapache2-mod-wsgi-py3,,4.5.17-1
libapparmor1:amd64,,2.12-4ubuntu5.1
libappindicator3-1,,12.10.1+18.04.20180322.1-0ubuntu1
libappstream-glib8:amd64,,0.7.7-2
libappstream4:amd64,,0.12.0-3
libapr1:amd64,,1.6.3-2
libaprutil1:amd64,,1.6.1-2
libaprutil1-dbd-sqlite3:amd64,,1.6.1-2
libaprutil1-ldap:amd64,,1.6.1-2
libapt-inst2.0:amd64,,1.6.12ubuntu0.2
libapt-pkg-perl,,0.1.33build1
libapt-pkg5.0:amd64,,1.6.12ubuntu0.2
libarchive-zip-perl,,1.60-1ubuntu0.1
libarchive13:amd64,,3.2.2-3.1ubuntu0.7
libargon2-0:amd64,,0~20161029-1.1
libart-2.0-2:amd64,,2.3.21-3
libasan4:amd64,,7.5.0-3ubuntu1~18.04
libasm-java,,6.0-1
libasn1-8-heimdal:amd64,,7.5.0+dfsg-1
libasound2:amd64,,1.1.3-5
libasound2-data,,1.1.3-5
libasound2-plugins:amd64,,1.1.1-1ubuntu1
libaspell15:amd64,,0.60.7~20110707-4ubuntu0.2
libassuan0:amd64,,2.5.1-2
libasyncns0:amd64,,0.8-6
libatasmart4:amd64,,0.19-4
libatk-adaptor:amd64,,2.26.2-1
libatk-bridge2.0-0:amd64,,2.26.2-1
libatk-wrapper-java,,0.33.3-20ubuntu0.1
libatk-wrapper-java-jni:amd64,,0.33.3-20ubuntu0.1
libatk1.0-0:amd64,,2.28.1-1
libatk1.0-data,,2.28.1-1
libatkmm-1.6-1v5:amd64,,2.24.2-3
libatm1:amd64,,1:2.5.1-2build1
libatomic1:amd64,,8.4.0-1ubuntu1~18.04
libatspi2.0-0:amd64,,2.28.0-1
libattr1:amd64,,1:2.4.47-2build1
libaudio2:amd64,,1.9.4-6
libaudit-common,,1:2.8.2-1ubuntu1
libaudit1:amd64,,1:2.8.2-1ubuntu1
libauthen-sasl-perl,,2.1600-1
libavahi-client3:amd64,,0.7-3.1ubuntu1.3
libavahi-common-data:amd64,,0.7-3.1ubuntu1.3
libavahi-common3:amd64,,0.7-3.1ubuntu1.3
libavahi-core7:amd64,,0.7-3.1ubuntu1.3
libavahi-glib1:amd64,,0.7-3.1ubuntu1.3
libavahi-ui-gtk3-0:amd64,,0.7-3.1ubuntu1.3
libavc1394-0:amd64,,0.5.4-4build1
libbabeltrace1:amd64,,1.5.5-1
libbind9-160:amd64,,1:9.11.3+dfsg-1ubuntu1.16
libbinutils:amd64,,2.30-21ubuntu1~18.04.7
libblkid1:amd64,,2.31.1-0.4ubuntu3.7
libblockdev-crypto2:amd64,,2.16-2
libblockdev-fs2:amd64,,2.16-2
libblockdev-loop2:amd64,,2.16-2
libblockdev-part-err2:amd64,,2.16-2
libblockdev-part2:amd64,,2.16-2
libblockdev-swap2:amd64,,2.16-2
libblockdev-utils2:amd64,,2.16-2
libblockdev2:amd64,,2.16-2
libbluetooth3:amd64,,5.48-0ubuntu3.5
libboost-date-time1.65.1:amd64,,1.65.1+dfsg-0ubuntu5
libboost-filesystem1.65.1:amd64,,1.65.1+dfsg-0ubuntu5
libboost-iostreams1.65.1:amd64,,1.65.1+dfsg-0ubuntu5
libboost-locale1.65.1:amd64,,1.65.1+dfsg-0ubuntu5
libboost-system1.65.1:amd64,,1.65.1+dfsg-0ubuntu5
libboost-thread1.65.1:amd64,,1.65.1+dfsg-0ubuntu5
libbrlapi0.6:amd64,,5.5-4ubuntu2
libbrotli1:amd64,,1.0.3-1ubuntu1.3
libbsd0:amd64,,0.8.7-1ubuntu0.1
libbsf-java,,1:2.4.0-5build1
libbz2-1.0:amd64,,1.0.6-8.1ubuntu0.2
libc-ares2:amd64,,1.14.0-1
libc-bin,,2.27-3ubuntu1.2
libc-dev-bin,,2.27-3ubuntu1.2
libc6:amd64,,2.27-3ubuntu1.2
libc6-dbg:amd64,,2.27-3ubuntu1.2
libc6-dev:amd64,,2.27-3ubuntu1.2
libcaca0:amd64,,0.99.beta19-2ubuntu0.18.04.3
libcairo-gobject-perl,,1.004-2build3
libcairo-gobject2:amd64,,1.15.10-2
libcairo-perl,,1.106-2build2
libcairo2:amd64,,1.15.10-2
libcairomm-1.0-1v5:amd64,,1.12.2-3
libcamel-1.2-61:amd64,,3.28.5-0ubuntu0.18.04.3
libcanberra-gtk3-0:amd64,,0.30-5ubuntu1
libcanberra-gtk3-module:amd64,,0.30-5ubuntu1
libcanberra-pulse:amd64,,0.30-5ubuntu1
libcanberra0:amd64,,0.30-5ubuntu1
libcap-ng0:amd64,,0.7.7-3.1
libcap2:amd64,,1:2.25-1.2
libcap2-bin,,1:2.25-1.2
libcc1-0:amd64,,8.4.0-1ubuntu1~18.04
libcdio-cdda2:amd64,,10.2+0.94+2-2build1
libcdio-paranoia2:amd64,,10.2+0.94+2-2build1
libcdio17:amd64,,1.0.0-2ubuntu2
libcdparanoia0:amd64,,3.10.2+debian-13
libcdr-0.1-1:amd64,,0.1.4-1build1
libcdt5,,2.40.1-2
libcgi-fast-perl,,1:2.13-1
libcgi-pm-perl,,4.38-1
libcgraph6,,2.40.1-2
libcharon-standard-plugins,,5.6.2-1ubuntu2
libcheese-gtk25:amd64,,3.28.0-1ubuntu1
libcheese8:amd64,,3.28.0-1ubuntu1
libcilkrts5:amd64,,7.5.0-3ubuntu1~18.04
libclass-accessor-perl,,0.51-1
libclone-perl,,0.39-1
libclucene-contribs1v5:amd64,,2.3.3.4+dfsg-1
libclucene-core1v5:amd64,,2.3.3.4+dfsg-1
libclutter-1.0-0:amd64,,1.26.2+dfsg-4
libclutter-1.0-common,,1.26.2+dfsg-4
libclutter-gst-3.0-0:amd64,,3.0.26-1
libclutter-gtk-1.0-0:amd64,,1.8.4-3
libcmis-0.5-5v5,,0.5.1+git20160603-3build2
libcogl-common,,1.22.2-3
libcogl-pango20:amd64,,1.22.2-3
libcogl-path20:amd64,,1.22.2-3
libcogl20:amd64,,1.22.2-3
libcolamd2:amd64,,1:5.1.2-2
libcolord-gtk1:amd64,,0.1.26-2
libcolord2:amd64,,1.3.3-2build1
libcolorhug2:amd64,,1.3.3-2build1
libcom-err2:amd64,,1.44.1-1ubuntu1.3
libcommon-sense-perl,,3.74-2build2
libcommons-cli-java,,1.4-1
libcommons-logging-java,,1.2-2
libcommons-parent-java,,43-1
libcrack2:amd64,,2.9.2-5build1
libcroco3:amd64,,0.6.12-2
libcryptsetup12:amd64,,2:2.0.2-1ubuntu1
libcups2:amd64,,2.2.7-1ubuntu2.8
libcupscgi1:amd64,,2.2.7-1ubuntu2.8
libcupsfilters1:amd64,,1.20.2-0ubuntu3.1
libcupsimage2:amd64,,2.2.7-1ubuntu2.8
libcupsmime1:amd64,,2.2.7-1ubuntu2.8
libcupsppdc1:amd64,,2.2.7-1ubuntu2.8
libcurl3-gnutls:amd64,,7.58.0-2ubuntu3.16
libcurl4:amd64,,7.58.0-2ubuntu3.16
libdaemon0:amd64,,0.14-6
libdata-dump-perl,,1.23-1
libdatrie1:amd64,,0.2.10-7
libdazzle-1.0-0:amd64,,3.28.1-1
libdb5.3:amd64,,5.3.28-13.1ubuntu1.1
libdbus-1-3:amd64,,1.12.2-1ubuntu1.2
libdbus-glib-1-2:amd64,,0.110-2
libdbusmenu-glib4:amd64,,16.04.1+18.04.20171206-0ubuntu1
libdbusmenu-gtk3-4:amd64,,16.04.1+18.04.20171206-0ubuntu1
libdbusmenu-gtk4:amd64,,16.04.1+18.04.20171206-0ubuntu1
libdconf1:amd64,,0.26.0-2ubuntu3
libdebconfclient0:amd64,,0.213ubuntu1
libdee-1.0-4:amd64,,1.2.7+17.10.20170616-0ubuntu4
libdevmapper1.02.1:amd64,,2:1.02.145-4.1ubuntu3
libdigest-hmac-perl,,1.03+dfsg-1
libdjvulibre-text,,3.5.27.1-8ubuntu0.4
libdjvulibre21:amd64,,3.5.27.1-8ubuntu0.4
libdmapsharing-3.0-2:amd64,,2.9.39-2
libdns-export1100,,1:9.11.3+dfsg-1ubuntu1.16
libdns1100:amd64,,1:9.11.3+dfsg-1ubuntu1.16
libdotconf0:amd64,,1.3-0.3fakesync1
libdpkg-perl,,1.19.0.5ubuntu2.3
libdrm-amdgpu1:amd64,,2.4.91-2
libdrm-common,,2.4.91-2
libdrm-intel1:amd64,,2.4.91-2
libdrm-nouveau2:amd64,,2.4.91-2
libdrm-radeon1:amd64,,2.4.91-2
libdrm2:amd64,,2.4.91-2
libdumbnet1:amd64,,1.12-7build1
libdv4:amd64,,1.0.0-11
libdw1:amd64,,0.170-0.4ubuntu0.1
libe-book-0.1-1:amd64,,0.1.3-1
libebackend-1.2-10:amd64,,3.28.5-0ubuntu0.18.04.3
libebook-1.2-19:amd64,,3.28.5-0ubuntu0.18.04.3
libebook-contacts-1.2-2:amd64,,3.28.5-0ubuntu0.18.04.3
libecal-1.2-19:amd64,,3.28.5-0ubuntu0.18.04.3
libedata-book-1.2-25:amd64,,3.28.5-0ubuntu0.18.04.3
libedata-cal-1.2-28:amd64,,3.28.5-0ubuntu0.18.04.3
libedataserver-1.2-23:amd64,,3.28.5-0ubuntu0.18.04.3
libedataserverui-1.2-2:amd64,,3.28.5-0ubuntu0.18.04.3
libedit2:amd64,,3.1-20170329-1
libefiboot1:amd64,,34-1
libefivar1:amd64,,34-1
libegl-mesa0:amd64,,18.0.0~rc5-1ubuntu1
libegl1:amd64,,1.0.0-2ubuntu2
libegl1-mesa:amd64,,18.0.0~rc5-1ubuntu1
libelf1:amd64,,0.170-0.4ubuntu0.1
libemail-valid-perl,,1.202-1
libenchant1c2a:amd64,,1.6.0-11.1
libencode-locale-perl,,1.05-1
libeot0:amd64,,0.01-5
libepoxy0:amd64,,1.4.3-1
libepubgen-0.1-1:amd64,,0.1.0-2ubuntu1
liberror-perl,,0.17025-1
libespeak-ng1:amd64,,1.49.2+dfsg-1
libestr0:amd64,,0.1.10-2.1
libetonyek-0.1-1:amd64,,0.1.7-3
libevdev2:amd64,,1.5.8+dfsg-1
libevdocument3-4:amd64,,3.28.4-0ubuntu1.2
libevent-2.1-6:amd64,,2.1.8-stable-4build1
libevent-core-2.1-6:amd64,,2.1.8-stable-4build1
libevview3-3:amd64,,3.28.4-0ubuntu1.2
libexempi3:amd64,,2.4.5-2
libexif12:amd64,,0.6.21-4ubuntu0.6
libexiv2-14:amd64,,0.25-3.1ubuntu0.18.04.11
libexpat1:amd64,,2.2.5-3ubuntu0.2
libexpat1-dev:amd64,,2.2.5-3ubuntu0.2
libexporter-tiny-perl,,1.000000-2
libext2fs2:amd64,,1.44.1-1ubuntu1.3
libexttextcat-2.0-0:amd64,,3.4.5-1
libexttextcat-data,,3.4.5-1
libfakeroot:amd64,,1.22-2ubuntu1
libfastjson4:amd64,,0.99.8-2
libfcgi-perl,,0.78-2build1
libfdisk1:amd64,,2.31.1-0.4ubuntu3.7
libffi6:amd64,,3.2.1-8
libfftw3-double3:amd64,,3.3.7-1
libfftw3-single3:amd64,,3.3.7-1
libfile-basedir-perl,,0.07-1
libfile-copy-recursive-perl,,0.40-1
libfile-desktopentry-perl,,0.22-1
libfile-fcntllock-perl,,0.22-3build2
libfile-listing-perl,,6.04-1
libfile-mimeinfo-perl,,0.28-1
libflac8:amd64,,1.3.2-1
libfont-afm-perl,,1.20-2
libfontconfig1:amd64,,2.12.6-0ubuntu2
libfontembed1:amd64,,1.20.2-0ubuntu3.1
libfontenc1:amd64,,1:1.1.3-1
libfreehand-0.1-1,,0.1.2-2
libfreerdp-client2-2:amd64,,2.2.0+dfsg1-0ubuntu0.18.04.1
libfreerdp-common1.1.0:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libfreerdp-plugins-standard:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libfreerdp-utils1.1:amd64,,1.1.0~git20140921.1.440916e+dfsg1-15ubuntu1.18.04.2
libfreerdp2-2:amd64,,2.2.0+dfsg1-0ubuntu0.18.04.1
libfreetype6:amd64,,2.8.1-2ubuntu2.1
libfribidi0:amd64,,0.19.7-2
libfuse2:amd64,,2.9.7-1ubuntu1
libfwup1:amd64,,10-3
libfwupd2:amd64,,1.2.10-1ubuntu2~ubuntu18.04.5
libgail-3-0:amd64,,3.22.30-1ubuntu1
libgail-common:amd64,,2.24.32-1ubuntu1
libgail18:amd64,,2.24.32-1ubuntu1
libgbm1:amd64,,18.0.0~rc5-1ubuntu1
libgc1c2:amd64,,1:7.4.2-8ubuntu1
libgcab-1.0-0:amd64,,1.1-2
libgcc-7-dev:amd64,,7.5.0-3ubuntu1~18.04
libgcc1:amd64,,1:8.4.0-1ubuntu1~18.04
libgck-1-0:amd64,,3.28.0-1
libgcr-base-3-1:amd64,,3.28.0-1
libgcr-ui-3-1:amd64,,3.28.0-1
libgcrypt20:amd64,,1.8.1-4ubuntu1.3
libgd3:amd64,,2.2.5-4ubuntu0.5
libgdata-common,,0.17.9-2
libgdata22:amd64,,0.17.9-2
libgdbm-compat4:amd64,,1.14.1-6
libgdbm5:amd64,,1.14.1-6
libgdk-pixbuf2.0-0:amd64,,2.36.11-2
libgdk-pixbuf2.0-bin,,2.36.11-2
libgdk-pixbuf2.0-common,,2.36.11-2
libgdm1,,3.28.3-0ubuntu18.04.6
libgee-0.8-2:amd64,,0.20.1-1
libgeoclue-2-0:amd64,,2.4.7-1ubuntu1
libgeocode-glib0:amd64,,3.25.4.1-4
libgeoip1:amd64,,1.6.12-1
libgexiv2-2:amd64,,0.10.8-1
libgif7:amd64,,5.1.4-2ubuntu0.1
libgirepository-1.0-1:amd64,,1.56.1-1
libgjs0g,,1.52.1-1ubuntu1
libgl1:amd64,,1.0.0-2ubuntu2
libgl1-mesa-dri:amd64,,18.0.0~rc5-1ubuntu1
libgl1-mesa-glx:amd64,,18.0.0~rc5-1ubuntu1
libglapi-mesa:amd64,,18.0.0~rc5-1ubuntu1
libgles2:amd64,,1.0.0-2ubuntu2
libglib-object-introspection-perl,,0.044-2
libglib-perl,,3:1.326-1build1
libglib2.0-0:amd64,,2.56.4-0ubuntu0.18.04.8
libglib2.0-bin,,2.56.4-0ubuntu0.18.04.8
libglib2.0-data,,2.56.4-0ubuntu0.18.04.8
libglibmm-2.4-1v5:amd64,,2.56.0-1
libglu1-mesa:amd64,,9.0.0-2.1build1
libglvnd0:amd64,,1.0.0-2ubuntu2
libglx-mesa0:amd64,,18.0.0~rc5-1ubuntu1
libglx0:amd64,,1.0.0-2ubuntu2
libgmime-3.0-0:amd64,,3.2.0-1
libgmp10:amd64,,2:6.1.2+dfsg-2
libgnome-autoar-0-0:amd64,,0.2.3-1ubuntu0.4
libgnome-bluetooth13:amd64,,3.28.0-2
libgnome-desktop-3-17:amd64,,3.28.1-1ubuntu1
libgnome-games-support-1-3:amd64,,1.4.1-1
libgnome-games-support-common,,1.4.1-1
libgnome-menu-3-0:amd64,,3.13.3-11ubuntu1
libgnome-todo,,3.28.1-1
libgnomekbd-common,,3.26.0-3
libgnomekbd8:amd64,,3.26.0-3
libgnutls30:amd64,,3.5.18-1ubuntu1
libgoa-1.0-0b:amd64,,3.28.0-0ubuntu2
libgoa-1.0-common,,3.28.0-0ubuntu2
libgoa-backend-1.0-1:amd64,,3.28.0-0ubuntu2
libgom-1.0-0:amd64,,0.3.3-4
libgomp1:amd64,,8.4.0-1ubuntu1~18.04
libgpars-groovy-java,,1.2.1-7
libgpg-error0:amd64,,1.27-6
libgpgme11:amd64,,1.10.0-1ubuntu1
libgpgmepp6:amd64,,1.10.0-1ubuntu1
libgphoto2-6:amd64,,2.5.16-2
libgphoto2-l10n,,2.5.16-2
libgphoto2-port12:amd64,,2.5.16-2
libgpm2:amd64,,1.20.7-5
libgpod-common,,0.8.3-11
libgpod4:amd64,,0.8.3-11
libgraphene-1.0-0:amd64,,1.8.0-1
libgraphite2-3:amd64,,1.3.11-2
libgrilo-0.3-0:amd64,,0.3.4-1ubuntu0.1
libgs9:amd64,,9.26~dfsg+0-0ubuntu0.18.04.14
libgs9-common,,9.26~dfsg+0-0ubuntu0.18.04.14
libgspell-1-1:amd64,,1.6.1-1
libgspell-1-common,,1.6.1-1
libgssapi-krb5-2:amd64,,1.16-2ubuntu0.2
libgssapi3-heimdal:amd64,,7.5.0+dfsg-1
libgssglue1:amd64,,0.4-2ubuntu1
libgstreamer-gl1.0-0:amd64,,1.14.5-0ubuntu1~18.04.3
libgstreamer-plugins-base1.0-0:amd64,,1.14.5-0ubuntu1~18.04.3
libgstreamer-plugins-good1.0-0:amd64,,1.14.5-0ubuntu1~18.04.2
libgstreamer1.0-0:amd64,,1.14.5-0ubuntu1~18.04.2
libgtk-3-0:amd64,,3.22.30-1ubuntu1
libgtk-3-bin,,3.22.30-1ubuntu1
libgtk-3-common,,3.22.30-1ubuntu1
libgtk2.0-0:amd64,,2.24.32-1ubuntu1
libgtk2.0-bin,,2.24.32-1ubuntu1
libgtk2.0-common,,2.24.32-1ubuntu1
libgtk3-perl,,0.032-1
libgtkglext1:amd64,,1.2.0-8
libgtkmm-3.0-1v5:amd64,,3.22.2-2
libgtksourceview-3.0-1:amd64,,3.24.7-1
libgtksourceview-3.0-common,,3.24.7-1
libgtop-2.0-11:amd64,,2.38.0-2
libgtop2-common,,2.38.0-2
libgts-0.7-5:amd64,,0.7.6+darcs121130-4
libgts-bin,,0.7.6+darcs121130-4
libgudev-1.0-0:amd64,,1:232-2
libgusb2:amd64,,0.2.11-1
libgutenprint2,,5.2.13-2
libgvc6,,2.40.1-2
libgvpr2,,2.40.1-2
libgweather-3-15:amd64,,3.28.1-1
libgweather-common,,3.28.1-1
libgxps2:amd64,,0.3.0-2
libhamcrest-java,,1.3-7
libharfbuzz-icu0:amd64,,1.7.2-1ubuntu1
libharfbuzz0b:amd64,,1.7.2-1ubuntu1
libhawtjni-runtime-java,,1.15-2
libhcrypto4-heimdal:amd64,,7.5.0+dfsg-1
libheimbase1-heimdal:amd64,,7.5.0+dfsg-1
libheimntlm0-heimdal:amd64,,7.5.0+dfsg-1
libhogweed4:amd64,,3.4.1-0ubuntu0.18.04.1
libhpmud0:amd64,,3.17.10+repack0-5
libhtml-form-perl,,6.03-1
libhtml-format-perl,,2.12-1
libhtml-parser-perl,,3.72-3build1
libhtml-tagset-perl,,3.20-3
libhtml-template-perl,,2.97-1
libhtml-tree-perl,,5.07-1
libhttp-cookies-perl,,6.04-1
libhttp-daemon-perl,,6.01-1
libhttp-date-perl,,6.02-1
libhttp-message-perl,,6.14-1
libhttp-negotiate-perl,,6.00-2
libhttp-parser2.7.1:amd64,,2.7.1-2
libhunspell-1.6-0:amd64,,1.6.2-1
libhx509-5-heimdal:amd64,,7.5.0+dfsg-1
libhyphen0:amd64,,2.8.8-5
libibus-1.0-5:amd64,,1.5.17-3ubuntu5.3
libical3:amd64,,3.0.1-5
libice6:amd64,,2:1.0.9-2
libicu60:amd64,,60.2-3ubuntu3.2
libidn11:amd64,,1.33-2.1ubuntu1
libidn2-0:amd64,,2.0.4-1.1ubuntu0.2
libiec61883-0:amd64,,1.2.0-2
libieee1284-3:amd64,,0.2.11-13
libijs-0.35:amd64,,0.35-13
libilmbase12:amd64,,2.2.0-11ubuntu2
libimobiledevice6:amd64,,1.2.1~git20171128.5a854327+dfsg-0.1
libindicator3-7,,16.10.0+18.04.20180321.1-0ubuntu1
libinput-bin,,1.10.4-1
libinput10:amd64,,1.10.4-1
libio-html-perl,,1.001-1
libio-pty-perl,,1:1.08-1.1build4
libio-socket-inet6-perl,,2.72-2
libio-socket-ssl-perl,,2.060-3~ubuntu18.04.1
libio-string-perl,,1.08-3
libip4tc0:amd64,,1.6.1-2ubuntu2
libip6tc0:amd64,,1.6.1-2ubuntu2
libipc-run-perl,,0.96-1
libipc-system-simple-perl,,1.25-4
libiptc0:amd64,,1.6.1-2ubuntu2
libirs160:amd64,,1:9.11.3+dfsg-1ubuntu1.16
libisc-export169:amd64,,1:9.11.3+dfsg-1ubuntu1.16
libisc169:amd64,,1:9.11.3+dfsg-1ubuntu1.16
libisccc160:amd64,,1:9.11.3+dfsg-1ubuntu1.16
libisccfg160:amd64,,1:9.11.3+dfsg-1ubuntu1.16
libisl19:amd64,,0.19-1
libitm1:amd64,,8.4.0-1ubuntu1~18.04
libiw30:amd64,,30~pre9-12ubuntu1
libjack-jackd2-0:amd64,,1.9.12~dfsg-2
libjansi-java,,1.16-1
libjansi-native-java,,1.7-1
libjansson4:amd64,,2.11-1
libjavascriptcoregtk-4.0-18:amd64,,2.32.4-0ubuntu0.18.04.1
libjbig0:amd64,,2.1-3.1build1
libjbig2dec0:amd64,,0.13-6
libjcommander-java,,1.71-1
libjcsp-java,,1.1-rc4-2
libjline2-java,,2.14.6-1
libjpeg-turbo8:amd64,,1.5.2-0ubuntu5.18.04.4
libjpeg8:amd64,,8c-2ubuntu8
libjq1:amd64,,1.5+dfsg-2
libjs-async,,0.8.0-3
libjs-inherits,,2.0.3-1
libjs-jquery,,3.2.1-1
libjs-node-uuid,,1.4.7-5
libjs-sphinxdoc,,1.6.7-1ubuntu1
libjs-underscore,,1.8.3~dfsg-1ubuntu0.1
libjson-c3:amd64,,0.12.1-1.3ubuntu0.3
libjson-glib-1.0-0:amd64,,1.4.2-3
libjson-glib-1.0-common,,1.4.2-3
libjson-perl,,2.97001-1
libjson-xs-perl,,3.040-1
libjsr166y-java,,1.7.0-2
libk5crypto3:amd64,,1.16-2ubuntu0.2
libkeyutils1:amd64,,1.5.9-9.2ubuntu2
libklibc,,2.0.4-9ubuntu2
libkmod2:amd64,,24-1ubuntu3
libkpathsea6:amd64,,2017.20170613.44572-8ubuntu0.1
libkrb5-26-heimdal:amd64,,7.5.0+dfsg-1
libkrb5-3:amd64,,1.16-2ubuntu0.2
libkrb5support0:amd64,,1.16-2ubuntu0.2
libksba8:amd64,,1.3.5-2
liblab-gamut1,,2.40.1-2
liblangtag-common,,0.6.2-1
liblangtag1:amd64,,0.6.2-1
liblcms2-2:amd64,,2.9-1ubuntu0.1
liblcms2-utils,,2.9-1ubuntu0.1
libldap-2.4-2:amd64,,2.4.45+dfsg-1ubuntu1.10
libldap-common,,2.4.45+dfsg-1ubuntu1.10
libldb1:amd64,,2:1.2.3-1ubuntu0.2
liblirc-client0:amd64,,0.10.0-2
liblist-moreutils-perl,,0.416-1build3
libllvm6.0:amd64,,1:6.0-1ubuntu2
liblocale-gettext-perl,,1.07-3build2
liblouis-data,,3.5.0-1ubuntu0.3
liblouis14:amd64,,3.5.0-1ubuntu0.3
liblouisutdml-bin,,2.7.0-1
liblouisutdml-data,,2.7.0-1
liblouisutdml8:amd64,,2.7.0-1
liblqr-1-0:amd64,,0.4.2-2.1
liblsan0:amd64,,8.4.0-1ubuntu1~18.04
libltdl7:amd64,,2.4.6-2
liblua5.2-0:amd64,,5.2.4-1.1build1
liblua5.3-0:amd64,,5.3.3-1ubuntu0.18.04.1
liblwp-mediatypes-perl,,6.02-1
liblwp-protocol-https-perl,,6.07-2
liblwres160:amd64,,1:9.11.3+dfsg-1ubuntu1.16
liblz4-1:amd64,,0.0~r131-2ubuntu3.1
liblzma5:amd64,,5.2.2-1.3
liblzo2-2:amd64,,2.08-1.2
libmagic-mgc,,1:5.32-2ubuntu0.4
libmagic1:amd64,,1:5.32-2ubuntu0.4
libmagickcore-6.q16-3:amd64,,8:6.9.7.4+dfsg-16ubuntu6.11
libmagickcore-6.q16-3-extra:amd64,,8:6.9.7.4+dfsg-16ubuntu6.11
